Hour,Region,GPU_Demand
1270,RegionD,272
1270,RegionE,59
1270,RegionF,413
1271,RegionA,117
1271,RegionB,125
1271,RegionC,12
1271,RegionD,266
1271,RegionE,294
1271,RegionF,107
1272,RegionA,11
1272,RegionB,134
1272,RegionC,25
1272,RegionD,56
1272,RegionE,0
1272,RegionF,16
1273,RegionA,15
1273,RegionB,7
1273,RegionC,8
1273,RegionD,248
1273,RegionE,189
1273,RegionF,166
1274,RegionA,29
1274,RegionB,28
1274,RegionC,15
1274,RegionD,152
1274,RegionE,124
1274,RegionF,156
1275,RegionA,2
1275,RegionB,32
1275,RegionC,28
1275,RegionD,211
1275,RegionE,36
1275,RegionF,44
1276,RegionA,46
1276,RegionB,106
1276,RegionC,30
1276,RegionD,343
1276,RegionE,0
1276,RegionF,120
1277,RegionA,92
1277,RegionB,27
1277,RegionC,34
1277,RegionD,315
1277,RegionE,84
1277,RegionF,76
1278,RegionA,12
1278,RegionB,90
1278,RegionC,48
1278,RegionD,541
1278,RegionE,127
1278,RegionF,0
1279,RegionA,107
1279,RegionB,20
1279,RegionC,13
1279,RegionD,256
1279,RegionE,227
1279,RegionF,54
1280,RegionA,106
1280,RegionB,11
1280,RegionC,0
1280,RegionD,0
1280,RegionE,173
1280,RegionF,61
1281,RegionA,46
1281,RegionB,111
1281,RegionC,0
1281,RegionD,305
1281,RegionE,203
1281,RegionF,267
1282,RegionA,138
1282,RegionB,44
1282,RegionC,36
1282,RegionD,317
1282,RegionE,126
1282,RegionF,353
1283,RegionA,50
1283,RegionB,18
1283,RegionC,9
1283,RegionD,276
1283,RegionE,112
1283,RegionF,136
1284,RegionA,60
1284,RegionB,32
1284,RegionC,82
1284,RegionD,178
1284,RegionE,367
1284,RegionF,38
1285,RegionA,5
1285,RegionB,98
1285,RegionC,0
1285,RegionD,120
1285,RegionE,156
1285,RegionF,235
1286,RegionA,2
1286,RegionB,19
1286,RegionC,17
1286,RegionD,224
1286,RegionE,32
1286,RegionF,46
1287,RegionA,20
1287,RegionB,64
1287,RegionC,22
1287,RegionD,119
1287,RegionE,279
1287,RegionF,74
1288,RegionA,10
1288,RegionB,57
1288,RegionC,58
1288,RegionD,407
1288,RegionE,16
1288,RegionF,96
1289,RegionA,93
1289,RegionB,3
1289,RegionC,37
1289,RegionD,54
1289,RegionE,186
1289,RegionF,19
1290,RegionA,114
1290,RegionB,124
1290,RegionC,44
1290,RegionD,0
1290,RegionE,52
1290,RegionF,105
1291,RegionA,29
1291,RegionB,30
1291,RegionC,38
1291,RegionD,138
1291,RegionE,47
1291,RegionF,226
1292,RegionA,27
1292,RegionB,37
1292,RegionC,13
1292,RegionD,54
1292,RegionE,35
1292,RegionF,45
1293,RegionA,7
1293,RegionB,0
1293,RegionC,205
1293,RegionD,169
1293,RegionE,21
1293,RegionF,147
1294,RegionA,31
1294,RegionB,32
1294,RegionC,5
1294,RegionD,146
1294,RegionE,20
1294,RegionF,26
1295,RegionA,8
1295,RegionB,138
1295,RegionC,94
1295,RegionD,390
1295,RegionE,113
1295,RegionF,0
1296,RegionA,102
1296,RegionB,25
1296,RegionC,19
1296,RegionD,19
1296,RegionE,238
1296,RegionF,13
1297,RegionA,10
1297,RegionB,117
1297,RegionC,76
1297,RegionD,79
1297,RegionE,0
1297,RegionF,181
1298,RegionA,167
1298,RegionB,214
1298,RegionC,9
1298,RegionD,395
1298,RegionE,151
1298,RegionF,275
1299,RegionA,11
1299,RegionB,119
1299,RegionC,47
1299,RegionD,271
1299,RegionE,220
1299,RegionF,0
1300,RegionA,9
1300,RegionB,13
1300,RegionC,10
1300,RegionD,108
1300,RegionE,470
1300,RegionF,75
1301,RegionA,25
1301,RegionB,7
1301,RegionC,27
1301,RegionD,5
1301,RegionE,61
1301,RegionF,244
1302,RegionA,148
1302,RegionB,15
1302,RegionC,17
1302,RegionD,179
1302,RegionE,70
1302,RegionF,106
1303,RegionA,143
1303,RegionB,27
1303,RegionC,39
1303,RegionD,261
1303,RegionE,403
1303,RegionF,21
1304,RegionA,41
1304,RegionB,45
1304,RegionC,32
1304,RegionD,327
1304,RegionE,0
1304,RegionF,284
1305,RegionA,134
1305,RegionB,31
1305,RegionC,11
1305,RegionD,67
1305,RegionE,152
1305,RegionF,0
1306,RegionA,62
1306,RegionB,85
1306,RegionC,21
1306,RegionD,31
1306,RegionE,165
1306,RegionF,187
1307,RegionA,34
1307,RegionB,103
1307,RegionC,124
1307,RegionD,203
1307,RegionE,120
1307,RegionF,130
1308,RegionA,12
1308,RegionB,53
1308,RegionC,11
1308,RegionD,42
1308,RegionE,217
1308,RegionF,252
1309,RegionA,46
1309,RegionB,54
1309,RegionC,43
1309,RegionD,120
1309,RegionE,157
1309,RegionF,107
1310,RegionA,97
1310,RegionB,21
1310,RegionC,29
1310,RegionD,14
1310,RegionE,374
1310,RegionF,81
1311,RegionA,114
1311,RegionB,25
1311,RegionC,6
1311,RegionD,330
1311,RegionE,147
1311,RegionF,292
1312,RegionA,13
1312,RegionB,43
1312,RegionC,52
1312,RegionD,240
1312,RegionE,280
1312,RegionF,269
1313,RegionA,44
1313,RegionB,10
1313,RegionC,18
1313,RegionD,290
1313,RegionE,139
1313,RegionF,84
1314,RegionA,12
1314,RegionB,17
1314,RegionC,22
1314,RegionD,234
1314,RegionE,251
1314,RegionF,385
1315,RegionA,34
1315,RegionB,58
1315,RegionC,186
1315,RegionD,41
1315,RegionE,58
1315,RegionF,169
1316,RegionA,6
1316,RegionB,55
1316,RegionC,18
1316,RegionD,77
1316,RegionE,135
1316,RegionF,75
1317,RegionA,70
1317,RegionB,30
1317,RegionC,11
1317,RegionD,422
1317,RegionE,342
1317,RegionF,313
1318,RegionA,104
1318,RegionB,21
1318,RegionC,74
1318,RegionD,196
1318,RegionE,79
1318,RegionF,28
1319,RegionA,16
1319,RegionB,51
1319,RegionC,69
1319,RegionD,205
1319,RegionE,364
1319,RegionF,145
1320,RegionA,31
1320,RegionB,39
1320,RegionC,26
1320,RegionD,92
1320,RegionE,103
1320,RegionF,7
1321,RegionA,17
1321,RegionB,12
1321,RegionC,115
1321,RegionD,116
1321,RegionE,226
1321,RegionF,254
1322,RegionA,21
1322,RegionB,38
1322,RegionC,26
1322,RegionD,128
1322,RegionE,117
1322,RegionF,152
1323,RegionA,7
1323,RegionB,74
1323,RegionC,52
1323,RegionD,236
1323,RegionE,122
1323,RegionF,45
1324,RegionA,108
1324,RegionB,66
1324,RegionC,100
1324,RegionD,500
1324,RegionE,8
1324,RegionF,35
1325,RegionA,31
1325,RegionB,62
1325,RegionC,77
1325,RegionD,106
1325,RegionE,12
1325,RegionF,107
1326,RegionA,63
1326,RegionB,28
1326,RegionC,7
1326,RegionD,25
1326,RegionE,65
1326,RegionF,211
1327,RegionA,41
1327,RegionB,70
1327,RegionC,5
1327,RegionD,26
1327,RegionE,182
1327,RegionF,309
1328,RegionA,16
1328,RegionB,95
1328,RegionC,55
1328,RegionD,211
1328,RegionE,64
1328,RegionF,21
1329,RegionA,226
1329,RegionB,17
1329,RegionC,6
1329,RegionD,178
1329,RegionE,42
1329,RegionF,298
1330,RegionA,176
1330,RegionB,11
1330,RegionC,7
1330,RegionD,221
1330,RegionE,29
1330,RegionF,117
1331,RegionA,39
1331,RegionB,0
1331,RegionC,120
1331,RegionD,315
1331,RegionE,268
1331,RegionF,91
1332,RegionA,83
1332,RegionB,149
1332,RegionC,188
1332,RegionD,4
1332,RegionE,71
1332,RegionF,246
1333,RegionA,4
1333,RegionB,209
1333,RegionC,18
1333,RegionD,19
1333,RegionE,137
1333,RegionF,160
1334,RegionA,14
1334,RegionB,79
1334,RegionC,215
1334,RegionD,25
1334,RegionE,217
1334,RegionF,75
1335,RegionA,22
1335,RegionB,22
1335,RegionC,45
1335,RegionD,185
1335,RegionE,105
1335,RegionF,12
1336,RegionA,17
1336,RegionB,27
1336,RegionC,53
1336,RegionD,122
1336,RegionE,48
1336,RegionF,7
1337,RegionA,96
1337,RegionB,48
1337,RegionC,193
1337,RegionD,14
1337,RegionE,97
1337,RegionF,63
1338,RegionA,13
1338,RegionB,42
1338,RegionC,4
1338,RegionD,243
1338,RegionE,96
1338,RegionF,160
1339,RegionA,37
1339,RegionB,144
1339,RegionC,96
1339,RegionD,84
1339,RegionE,218
1339,RegionF,68
1340,RegionA,151
1340,RegionB,66
1340,RegionC,24
1340,RegionD,339
1340,RegionE,208
1340,RegionF,34
1341,RegionA,44
1341,RegionB,16
1341,RegionC,6
1341,RegionD,187
1341,RegionE,57
1341,RegionF,212
1342,RegionA,56
1342,RegionB,22
1342,RegionC,5
1342,RegionD,277
1342,RegionE,107
1342,RegionF,166
1343,RegionA,53
1343,RegionB,87
1343,RegionC,1
1343,RegionD,61
1343,RegionE,0
1343,RegionF,146
1344,RegionA,14
1344,RegionB,159
1344,RegionC,6
1344,RegionD,275
1344,RegionE,337
1344,RegionF,123
1345,RegionA,16
1345,RegionB,118
1345,RegionC,3
1345,RegionD,117
1345,RegionE,182
1345,RegionF,148
1346,RegionA,8
1346,RegionB,104
1346,RegionC,18
1346,RegionD,100
1346,RegionE,274
1346,RegionF,218
1347,RegionA,28
1347,RegionB,2
1347,RegionC,11
1347,RegionD,113
1347,RegionE,113
1347,RegionF,113
1348,RegionA,14
1348,RegionB,21
1348,RegionC,19
1348,RegionD,101
1348,RegionE,57
1348,RegionF,269
1349,RegionA,15
1349,RegionB,57
1349,RegionC,8
1349,RegionD,11
1349,RegionE,306
1349,RegionF,0
1350,RegionA,27
1350,RegionB,35
1350,RegionC,106
1350,RegionD,270
1350,RegionE,101
1350,RegionF,384
1351,RegionA,42
1351,RegionB,4
1351,RegionC,11
1351,RegionD,98
1351,RegionE,99
1351,RegionF,136
1352,RegionA,85
1352,RegionB,25
1352,RegionC,28
1352,RegionD,69
1352,RegionE,230
1352,RegionF,0
1353,RegionA,82
1353,RegionB,91
1353,RegionC,25
1353,RegionD,144
1353,RegionE,159
1353,RegionF,202
1354,RegionA,40
1354,RegionB,46
1354,RegionC,47
1354,RegionD,289
1354,RegionE,212
1354,RegionF,103
1355,RegionA,12
1355,RegionB,25
1355,RegionC,27
1355,RegionD,105
1355,RegionE,217
1355,RegionF,278
1356,RegionA,37
1356,RegionB,18
1356,RegionC,75
1356,RegionD,535
1356,RegionE,142
1356,RegionF,55
1357,RegionA,46
1357,RegionB,81
1357,RegionC,9
1357,RegionD,238
1357,RegionE,355
1357,RegionF,170
1358,RegionA,21
1358,RegionB,294
1358,RegionC,24
1358,RegionD,26
1358,RegionE,132
1358,RegionF,38
1359,RegionA,21
1359,RegionB,90
1359,RegionC,15
1359,RegionD,496
1359,RegionE,118
1359,RegionF,18
1360,RegionA,19
1360,RegionB,8
1360,RegionC,28
1360,RegionD,309
1360,RegionE,145
1360,RegionF,100
1361,RegionA,62
1361,RegionB,49
1361,RegionC,21
1361,RegionD,155
1361,RegionE,161
1361,RegionF,59
1362,RegionA,20
1362,RegionB,17
1362,RegionC,146
1362,RegionD,113
1362,RegionE,167
1362,RegionF,0
1363,RegionA,40
1363,RegionB,65
1363,RegionC,15
1363,RegionD,79
1363,RegionE,208
1363,RegionF,133
1364,RegionA,106
1364,RegionB,90
1364,RegionC,4
1364,RegionD,81
1364,RegionE,234
1364,RegionF,102
1365,RegionA,19
1365,RegionB,34
1365,RegionC,4
1365,RegionD,115
1365,RegionE,48
1365,RegionF,292
1366,RegionA,37
1366,RegionB,55
1366,RegionC,10
1366,RegionD,76
1366,RegionE,21
1366,RegionF,509
1367,RegionA,117
1367,RegionB,11
1367,RegionC,12
1367,RegionD,217
1367,RegionE,21
1367,RegionF,270
1368,RegionA,17
1368,RegionB,146
1368,RegionC,7
1368,RegionD,126
1368,RegionE,188
1368,RegionF,187
1369,RegionA,64
1369,RegionB,270
1369,RegionC,24
1369,RegionD,61
1369,RegionE,244
1369,RegionF,0
1370,RegionA,4
1370,RegionB,149
1370,RegionC,16
1370,RegionD,234
1370,RegionE,314
1370,RegionF,57
1371,RegionA,16
1371,RegionB,218
1371,RegionC,26
1371,RegionD,603
1371,RegionE,153
1371,RegionF,104
1372,RegionA,96
1372,RegionB,23
1372,RegionC,31
1372,RegionD,279
1372,RegionE,82
1372,RegionF,82
1373,RegionA,12
1373,RegionB,8
1373,RegionC,12
1373,RegionD,353
1373,RegionE,94
1373,RegionF,9
1374,RegionA,26
1374,RegionB,84
1374,RegionC,14
1374,RegionD,51
1374,RegionE,420
1374,RegionF,161
1375,RegionA,127
1375,RegionB,47
1375,RegionC,144
1375,RegionD,58
1375,RegionE,100
1375,RegionF,277
1376,RegionA,16
1376,RegionB,46
1376,RegionC,37
1376,RegionD,118
1376,RegionE,258
1376,RegionF,0
1377,RegionA,133
1377,RegionB,180
1377,RegionC,24
1377,RegionD,209
1377,RegionE,101
1377,RegionF,199
1378,RegionA,25
1378,RegionB,171
1378,RegionC,177
1378,RegionD,42
1378,RegionE,166
1378,RegionF,33
1379,RegionA,51
1379,RegionB,121
1379,RegionC,13
1379,RegionD,267
1379,RegionE,102
1379,RegionF,134
1380,RegionA,5
1380,RegionB,20
1380,RegionC,59
1380,RegionD,142
1380,RegionE,0
1380,RegionF,70
1381,RegionA,159
1381,RegionB,59
1381,RegionC,27
1381,RegionD,169
1381,RegionE,72
1381,RegionF,119
1382,RegionA,19
1382,RegionB,48
1382,RegionC,80
1382,RegionD,137
1382,RegionE,120
1382,RegionF,170
1383,RegionA,112
1383,RegionB,21
1383,RegionC,114
1383,RegionD,165
1383,RegionE,206
1383,RegionF,168
1384,RegionA,29
1384,RegionB,246
1384,RegionC,38
1384,RegionD,326
1384,RegionE,332
1384,RegionF,264
1385,RegionA,35
1385,RegionB,23
1385,RegionC,14
1385,RegionD,319
1385,RegionE,129
1385,RegionF,0
1386,RegionA,45
1386,RegionB,36
1386,RegionC,0
1386,RegionD,192
1386,RegionE,75
1386,RegionF,209
1387,RegionA,57
1387,RegionB,75
1387,RegionC,27
1387,RegionD,211
1387,RegionE,96
1387,RegionF,65
1388,RegionA,34
1388,RegionB,37
1388,RegionC,89
1388,RegionD,19
1388,RegionE,19
1388,RegionF,141
1389,RegionA,190
1389,RegionB,36
1389,RegionC,25
1389,RegionD,176
1389,RegionE,0
1389,RegionF,78
1390,RegionA,63
1390,RegionB,33
1390,RegionC,101
1390,RegionD,245
1390,RegionE,104
1390,RegionF,181
1391,RegionA,32
1391,RegionB,23
1391,RegionC,34
1391,RegionD,125
1391,RegionE,125
1391,RegionF,98
1392,RegionA,44
1392,RegionB,23
1392,RegionC,7
1392,RegionD,61
1392,RegionE,244
1392,RegionF,245
1393,RegionA,62
1393,RegionB,79
1393,RegionC,32
1393,RegionD,120
1393,RegionE,264
1393,RegionF,96
1394,RegionA,28
1394,RegionB,6
1394,RegionC,41
1394,RegionD,121
1394,RegionE,50
1394,RegionF,55
1395,RegionA,12
1395,RegionB,32
1395,RegionC,9
1395,RegionD,233
1395,RegionE,302
1395,RegionF,55
1396,RegionA,31
1396,RegionB,0
1396,RegionC,7
1396,RegionD,26
1396,RegionE,309
1396,RegionF,108
1397,RegionA,137
1397,RegionB,0
1397,RegionC,31
1397,RegionD,352
1397,RegionE,61
1397,RegionF,12
1398,RegionA,56
1398,RegionB,22
1398,RegionC,23
1398,RegionD,208
1398,RegionE,236
1398,RegionF,52
1399,RegionA,29
1399,RegionB,14
1399,RegionC,25
1399,RegionD,330
1399,RegionE,157
1399,RegionF,237
1400,RegionA,69
1400,RegionB,16
1400,RegionC,19
1400,RegionD,157
1400,RegionE,0
1400,RegionF,184
1401,RegionA,99
1401,RegionB,31
1401,RegionC,35
1401,RegionD,19
1401,RegionE,117
1401,RegionF,134
1402,RegionA,25
1402,RegionB,2
1402,RegionC,119
1402,RegionD,84
1402,RegionE,94
1402,RegionF,95
1403,RegionA,115
1403,RegionB,17
1403,RegionC,145
1403,RegionD,214
1403,RegionE,16
1403,RegionF,95
1404,RegionA,42
1404,RegionB,60
1404,RegionC,26
1404,RegionD,311
1404,RegionE,145
1404,RegionF,121
1405,RegionA,33
1405,RegionB,4
1405,RegionC,28
1405,RegionD,288
1405,RegionE,12
1405,RegionF,121
1406,RegionA,4
1406,RegionB,102
1406,RegionC,8
1406,RegionD,265
1406,RegionE,147
1406,RegionF,210
1407,RegionA,7
1407,RegionB,14
1407,RegionC,85
1407,RegionD,131
1407,RegionE,0
1407,RegionF,175
1408,RegionA,81
1408,RegionB,23
1408,RegionC,27
1408,RegionD,21
1408,RegionE,4
1408,RegionF,71
1409,RegionA,11
1409,RegionB,119
1409,RegionC,46
1409,RegionD,144
1409,RegionE,51
1409,RegionF,274
1410,RegionA,39
1410,RegionB,130
1410,RegionC,38
1410,RegionD,132
1410,RegionE,115
1410,RegionF,120
1411,RegionA,16
1411,RegionB,129
1411,RegionC,12
1411,RegionD,139
1411,RegionE,72
1411,RegionF,93
1412,RegionA,36
1412,RegionB,0
1412,RegionC,34
1412,RegionD,273
1412,RegionE,295
1412,RegionF,114
1413,RegionA,26
1413,RegionB,13
1413,RegionC,11
1413,RegionD,115
1413,RegionE,139
1413,RegionF,160
1414,RegionA,115
1414,RegionB,90
1414,RegionC,14
1414,RegionD,183
1414,RegionE,116
1414,RegionF,332
1415,RegionA,5
1415,RegionB,125
1415,RegionC,93
1415,RegionD,102
1415,RegionE,0
1415,RegionF,0
1416,RegionA,213
1416,RegionB,25
1416,RegionC,14
1416,RegionD,61
1416,RegionE,124
1416,RegionF,12
1417,RegionA,9
1417,RegionB,82
1417,RegionC,0
1417,RegionD,218
1417,RegionE,8
1417,RegionF,121
1418,RegionA,135
1418,RegionB,144
1418,RegionC,174
1418,RegionD,55
1418,RegionE,130
1418,RegionF,176
1419,RegionA,75
1419,RegionB,45
1419,RegionC,2
1419,RegionD,77
1419,RegionE,81
1419,RegionF,164
1420,RegionA,95
1420,RegionB,6
1420,RegionC,22
1420,RegionD,234
1420,RegionE,0
1420,RegionF,108
1421,RegionA,20
1421,RegionB,15
1421,RegionC,29
1421,RegionD,260
1421,RegionE,42
1421,RegionF,160
1422,RegionA,27
1422,RegionB,193
1422,RegionC,24
1422,RegionD,20
1422,RegionE,59
1422,RegionF,12
1423,RegionA,162
1423,RegionB,10
1423,RegionC,10
1423,RegionD,322
1423,RegionE,62
1423,RegionF,171
1424,RegionA,14
1424,RegionB,33
1424,RegionC,56
1424,RegionD,201
1424,RegionE,139
1424,RegionF,74
1425,RegionA,44
1425,RegionB,101
1425,RegionC,70
1425,RegionD,141
1425,RegionE,222
1425,RegionF,106
1426,RegionA,71
1426,RegionB,12
1426,RegionC,19
1426,RegionD,65
1426,RegionE,175
1426,RegionF,216
1427,RegionA,8
1427,RegionB,53
1427,RegionC,0
1427,RegionD,241
1427,RegionE,10
1427,RegionF,235
1428,RegionA,5
1428,RegionB,125
1428,RegionC,5
1428,RegionD,287
1428,RegionE,53
1428,RegionF,164
1429,RegionA,29
1429,RegionB,22
1429,RegionC,84
1429,RegionD,102
1429,RegionE,61
1429,RegionF,6
1430,RegionA,58
1430,RegionB,11
1430,RegionC,0
1430,RegionD,153
1430,RegionE,148
1430,RegionF,22
1431,RegionA,39
1431,RegionB,58
1431,RegionC,0
1431,RegionD,301
1431,RegionE,117
1431,RegionF,74
1432,RegionA,17
1432,RegionB,16
1432,RegionC,20
1432,RegionD,110
1432,RegionE,266
1432,RegionF,123
1433,RegionA,59
1433,RegionB,11
1433,RegionC,24
1433,RegionD,415
1433,RegionE,37
1433,RegionF,203
1434,RegionA,83
1434,RegionB,9
1434,RegionC,24
1434,RegionD,110
1434,RegionE,7
1434,RegionF,0
1435,RegionA,35
1435,RegionB,21
1435,RegionC,1
1435,RegionD,103
1435,RegionE,115
1435,RegionF,0
1436,RegionA,27
1436,RegionB,5
1436,RegionC,69
1436,RegionD,118
1436,RegionE,178
1436,RegionF,215
1437,RegionA,31
1437,RegionB,68
1437,RegionC,26
1437,RegionD,45
1437,RegionE,137
1437,RegionF,100
1438,RegionA,56
1438,RegionB,11
1438,RegionC,112
1438,RegionD,220
1438,RegionE,101
1438,RegionF,68
1439,RegionA,29
1439,RegionB,5
1439,RegionC,39
1439,RegionD,55
1439,RegionE,302
1439,RegionF,73
1440,RegionA,11
1440,RegionB,17
1440,RegionC,134
1440,RegionD,155
1440,RegionE,158
1440,RegionF,67
1441,RegionA,125
1441,RegionB,61
1441,RegionC,39
1441,RegionD,156
1441,RegionE,206
1441,RegionF,0
1442,RegionA,113
1442,RegionB,14
1442,RegionC,7
1442,RegionD,183
1442,RegionE,10
1442,RegionF,174
1443,RegionA,17
1443,RegionB,0
1443,RegionC,106
1443,RegionD,365
1443,RegionE,158
1443,RegionF,0
1444,RegionA,7
1444,RegionB,58
1444,RegionC,71
1444,RegionD,271
1444,RegionE,111
1444,RegionF,238
1445,RegionA,126
1445,RegionB,124
1445,RegionC,8
1445,RegionD,230
1445,RegionE,162
1445,RegionF,256
1446,RegionA,62
1446,RegionB,31
1446,RegionC,12
1446,RegionD,248
1446,RegionE,170
1446,RegionF,0
1447,RegionA,41
1447,RegionB,5
1447,RegionC,24
1447,RegionD,73
1447,RegionE,0
1447,RegionF,22
1448,RegionA,33
1448,RegionB,9
1448,RegionC,25
1448,RegionD,165
1448,RegionE,39
1448,RegionF,65
1449,RegionA,21
1449,RegionB,78
1449,RegionC,161
1449,RegionD,289
1449,RegionE,287
1449,RegionF,80
1450,RegionA,121
1450,RegionB,14
1450,RegionC,161
1450,RegionD,82
1450,RegionE,0
1450,RegionF,113
1451,RegionA,0
1451,RegionB,39
1451,RegionC,9
1451,RegionD,115
1451,RegionE,142
1451,RegionF,70
1452,RegionA,150
1452,RegionB,53
1452,RegionC,0
1452,RegionD,291
1452,RegionE,18
1452,RegionF,21
1453,RegionA,38
1453,RegionB,49
1453,RegionC,12
1453,RegionD,159
1453,RegionE,93
1453,RegionF,60
1454,RegionA,19
1454,RegionB,29
1454,RegionC,0
1454,RegionD,269
1454,RegionE,263
1454,RegionF,138
1455,RegionA,33
1455,RegionB,172
1455,RegionC,16
1455,RegionD,81
1455,RegionE,54
1455,RegionF,0
1456,RegionA,45
1456,RegionB,10
1456,RegionC,26
1456,RegionD,225
1456,RegionE,98
1456,RegionF,152
1457,RegionA,12
1457,RegionB,27
1457,RegionC,144
1457,RegionD,362
1457,RegionE,179
1457,RegionF,19
1458,RegionA,142
1458,RegionB,235
1458,RegionC,53
1458,RegionD,0
1458,RegionE,223
1458,RegionF,111
1459,RegionA,42
1459,RegionB,54
1459,RegionC,13
1459,RegionD,112
1459,RegionE,37
1459,RegionF,0
1460,RegionA,100
1460,RegionB,139
1460,RegionC,17
1460,RegionD,58
1460,RegionE,91
1460,RegionF,76
1461,RegionA,8
1461,RegionB,16
1461,RegionC,119
1461,RegionD,9
1461,RegionE,144
1461,RegionF,93
1462,RegionA,161
1462,RegionB,25
1462,RegionC,28
1462,RegionD,85
1462,RegionE,51
1462,RegionF,360
1463,RegionA,260
1463,RegionB,0
1463,RegionC,126
1463,RegionD,209
1463,RegionE,85
1463,RegionF,210
1464,RegionA,30
1464,RegionB,171
1464,RegionC,20
1464,RegionD,236
1464,RegionE,33
1464,RegionF,81
1465,RegionA,28
1465,RegionB,63
1465,RegionC,11
1465,RegionD,0
1465,RegionE,195
1465,RegionF,126
1466,RegionA,48
1466,RegionB,169
1466,RegionC,101
1466,RegionD,177
1466,RegionE,103
1466,RegionF,105
1467,RegionA,93
1467,RegionB,38
1467,RegionC,46
1467,RegionD,554
1467,RegionE,85
1467,RegionF,93
1468,RegionA,135
1468,RegionB,108
1468,RegionC,0
1468,RegionD,380
1468,RegionE,266
1468,RegionF,22
1469,RegionA,14
1469,RegionB,45
1469,RegionC,28
1469,RegionD,277
1469,RegionE,120
1469,RegionF,183
1470,RegionA,90
1470,RegionB,69
1470,RegionC,8
1470,RegionD,173
1470,RegionE,234
1470,RegionF,150
1471,RegionA,38
1471,RegionB,30
1471,RegionC,38
1471,RegionD,56
1471,RegionE,203
1471,RegionF,245
1472,RegionA,26
1472,RegionB,28
1472,RegionC,10
1472,RegionD,286
1472,RegionE,224
1472,RegionF,132
1473,RegionA,59
1473,RegionB,41
1473,RegionC,17
1473,RegionD,137
1473,RegionE,379
1473,RegionF,10
1474,RegionA,111
1474,RegionB,13
1474,RegionC,22
1474,RegionD,276
1474,RegionE,6
1474,RegionF,349
1475,RegionA,44
1475,RegionB,21
1475,RegionC,29
1475,RegionD,291
1475,RegionE,77
1475,RegionF,0
1476,RegionA,39
1476,RegionB,61
1476,RegionC,163
1476,RegionD,166
1476,RegionE,240
1476,RegionF,69
1477,RegionA,77
1477,RegionB,124
1477,RegionC,26
1477,RegionD,322
1477,RegionE,129
1477,RegionF,0
1478,RegionA,9
1478,RegionB,16
1478,RegionC,9
1478,RegionD,13
1478,RegionE,107
1478,RegionF,114
1479,RegionA,116
1479,RegionB,12
1479,RegionC,40
1479,RegionD,144
1479,RegionE,176
1479,RegionF,29
1480,RegionA,11
1480,RegionB,163
1480,RegionC,15
1480,RegionD,31
1480,RegionE,35
1480,RegionF,57
1481,RegionA,142
1481,RegionB,23
1481,RegionC,94
1481,RegionD,279
1481,RegionE,10
1481,RegionF,213
1482,RegionA,55
1482,RegionB,0
1482,RegionC,59
1482,RegionD,222
1482,RegionE,23
1482,RegionF,306
1483,RegionA,73
1483,RegionB,50
1483,RegionC,48
1483,RegionD,323
1483,RegionE,96
1483,RegionF,38
1484,RegionA,44
1484,RegionB,25
1484,RegionC,40
1484,RegionD,222
1484,RegionE,58
1484,RegionF,156
1485,RegionA,28
1485,RegionB,9
1485,RegionC,63
1485,RegionD,148
1485,RegionE,51
1485,RegionF,0
1486,RegionA,30
1486,RegionB,17
1486,RegionC,193
1486,RegionD,25
1486,RegionE,62
1486,RegionF,176
1487,RegionA,68
1487,RegionB,55
1487,RegionC,40
1487,RegionD,98
1487,RegionE,244
1487,RegionF,143
1488,RegionA,69
1488,RegionB,15
1488,RegionC,31
1488,RegionD,411
1488,RegionE,52
1488,RegionF,172
1489,RegionA,14
1489,RegionB,34
1489,RegionC,0
1489,RegionD,551
1489,RegionE,100
1489,RegionF,79
1490,RegionA,87
1490,RegionB,143
1490,RegionC,59
1490,RegionD,32
1490,RegionE,231
1490,RegionF,63
1491,RegionA,33
1491,RegionB,48
1491,RegionC,24
1491,RegionD,61
1491,RegionE,246
1491,RegionF,94
1492,RegionA,52
1492,RegionB,16
1492,RegionC,171
1492,RegionD,638
1492,RegionE,10
1492,RegionF,149
1493,RegionA,41
1493,RegionB,27
1493,RegionC,36
1493,RegionD,151
1493,RegionE,190
1493,RegionF,253
1494,RegionA,18
1494,RegionB,24
1494,RegionC,21
1494,RegionD,117
1494,RegionE,122
1494,RegionF,26
1495,RegionA,55
1495,RegionB,50
1495,RegionC,15
1495,RegionD,253
1495,RegionE,30
1495,RegionF,170
1496,RegionA,71
1496,RegionB,27
1496,RegionC,77
1496,RegionD,178
1496,RegionE,438
1496,RegionF,158
1497,RegionA,2
1497,RegionB,191
1497,RegionC,26
1497,RegionD,220
1497,RegionE,308
1497,RegionF,112
1498,RegionA,13
1498,RegionB,24
1498,RegionC,21
1498,RegionD,396
1498,RegionE,131
1498,RegionF,149
1499,RegionA,38
1499,RegionB,31
1499,RegionC,208
1499,RegionD,116
1499,RegionE,146
1499,RegionF,90
1500,RegionA,25
1500,RegionB,32
1500,RegionC,3
1500,RegionD,164
1500,RegionE,267
1500,RegionF,53
1501,RegionA,25
1501,RegionB,2
1501,RegionC,96
1501,RegionD,35
1501,RegionE,9
1501,RegionF,145
1502,RegionA,5
1502,RegionB,36
1502,RegionC,2
1502,RegionD,94
1502,RegionE,72
1502,RegionF,294
1503,RegionA,7
1503,RegionB,49
1503,RegionC,153
