Hour,Region,TaskType,GPU_Demand
1272,RegionC,RealTimeInference,7
1272,RegionC,BatchInference,18
1272,RegionC,AITraining,0
1272,RegionD,RealTimeInference,0
1272,RegionD,BatchInference,30
1272,RegionD,AITraining,26
1272,RegionE,RealTimeInference,0
1272,RegionE,BatchInference,0
1272,RegionE,AITraining,0
1272,RegionF,RealTimeInference,0
1272,RegionF,BatchInference,16
1272,RegionF,AITraining,0
1273,RegionA,RealTimeInference,3
1273,RegionA,BatchInference,12
1273,RegionA,AITraining,0
1273,RegionB,RealTimeInference,2
1273,RegionB,BatchInference,5
1273,RegionB,AITraining,0
1273,RegionC,RealTimeInference,4
1273,RegionC,BatchInference,4
1273,RegionC,AITraining,0
1273,RegionD,RealTimeInference,0
1273,RegionD,BatchInference,31
1273,RegionD,AITraining,217
1273,RegionE,RealTimeInference,0
1273,RegionE,BatchInference,73
1273,RegionE,AITraining,116
1273,RegionF,RealTimeInference,0
1273,RegionF,BatchInference,21
1273,RegionF,AITraining,145
1274,RegionA,RealTimeInference,10
1274,RegionA,BatchInference,19
1274,RegionA,AITraining,0
1274,RegionB,RealTimeInference,12
1274,RegionB,BatchInference,16
1274,RegionB,AITraining,0
1274,RegionC,RealTimeInference,7
1274,RegionC,BatchInference,8
1274,RegionC,AITraining,0
1274,RegionD,RealTimeInference,0
1274,RegionD,BatchInference,0
1274,RegionD,AITraining,152
1274,RegionE,RealTimeInference,0
1274,RegionE,BatchInference,0
1274,RegionE,AITraining,124
1274,RegionF,RealTimeInference,0
1274,RegionF,BatchInference,0
1274,RegionF,AITraining,156
1275,RegionA,RealTimeInference,2
1275,RegionA,BatchInference,0
1275,RegionA,AITraining,0
1275,RegionB,RealTimeInference,13
1275,RegionB,BatchInference,19
1275,RegionB,AITraining,0
1275,RegionC,RealTimeInference,7
1275,RegionC,BatchInference,21
1275,RegionC,AITraining,0
1275,RegionD,RealTimeInference,0
1275,RegionD,BatchInference,0
1275,RegionD,AITraining,211
1275,RegionE,RealTimeInference,9
1275,RegionE,BatchInference,27
1275,RegionE,AITraining,0
1275,RegionF,RealTimeInference,0
1275,RegionF,BatchInference,4
1275,RegionF,AITraining,40
1276,RegionA,RealTimeInference,9
1276,RegionA,BatchInference,13
1276,RegionA,AITraining,24
1276,RegionB,RealTimeInference,7
1276,RegionB,BatchInference,15
1276,RegionB,AITraining,84
1276,RegionC,RealTimeInference,9
1276,RegionC,BatchInference,21
1276,RegionC,AITraining,0
1276,RegionD,RealTimeInference,0
1276,RegionD,BatchInference,57
1276,RegionD,AITraining,286
1276,RegionE,RealTimeInference,0
1276,RegionE,BatchInference,0
1276,RegionE,AITraining,0
1276,RegionF,RealTimeInference,0
1276,RegionF,BatchInference,28
1276,RegionF,AITraining,92
1277,RegionA,RealTimeInference,1
1277,RegionA,BatchInference,27
1277,RegionA,AITraining,64
1277,RegionB,RealTimeInference,5
1277,RegionB,BatchInference,22
1277,RegionB,AITraining,0
1277,RegionC,RealTimeInference,12
1277,RegionC,BatchInference,22
1277,RegionC,AITraining,0
1277,RegionD,RealTimeInference,0
1277,RegionD,BatchInference,66
1277,RegionD,AITraining,249
1277,RegionE,RealTimeInference,7
1277,RegionE,BatchInference,18
1277,RegionE,AITraining,59
1277,RegionF,RealTimeInference,0
1277,RegionF,BatchInference,9
1277,RegionF,AITraining,67
1278,RegionA,RealTimeInference,12
1278,RegionA,BatchInference,0
1278,RegionA,AITraining,0
1278,RegionB,RealTimeInference,6
1278,RegionB,BatchInference,6
1278,RegionB,AITraining,78
1278,RegionC,RealTimeInference,11
1278,RegionC,BatchInference,37
1278,RegionC,AITraining,0
1278,RegionD,RealTimeInference,0
1278,RegionD,BatchInference,37
1278,RegionD,AITraining,504
1278,RegionE,RealTimeInference,0
1278,RegionE,BatchInference,21
1278,RegionE,AITraining,106
1278,RegionF,RealTimeInference,0
1278,RegionF,BatchInference,0
1278,RegionF,AITraining,0
1279,RegionA,RealTimeInference,0
1279,RegionA,BatchInference,6
1279,RegionA,AITraining,101
1279,RegionB,RealTimeInference,12
1279,RegionB,BatchInference,8
1279,RegionB,AITraining,0
1279,RegionC,RealTimeInference,0
1279,RegionC,BatchInference,13
1279,RegionC,AITraining,0
1279,RegionD,RealTimeInference,2
1279,RegionD,BatchInference,25
1279,RegionD,AITraining,229
1279,RegionE,RealTimeInference,0
1279,RegionE,BatchInference,13
1279,RegionE,AITraining,214
1279,RegionF,RealTimeInference,0
1279,RegionF,BatchInference,0
1279,RegionF,AITraining,54
1280,RegionA,RealTimeInference,0
1280,RegionA,BatchInference,51
1280,RegionA,AITraining,55
1280,RegionB,RealTimeInference,5
1280,RegionB,BatchInference,6
1280,RegionB,AITraining,0
1280,RegionC,RealTimeInference,0
1280,RegionC,BatchInference,0
1280,RegionC,AITraining,0
1280,RegionD,RealTimeInference,0
1280,RegionD,BatchInference,0
1280,RegionD,AITraining,0
1280,RegionE,RealTimeInference,0
1280,RegionE,BatchInference,25
1280,RegionE,AITraining,148
1280,RegionF,RealTimeInference,0
1280,RegionF,BatchInference,0
1280,RegionF,AITraining,61
1281,RegionA,RealTimeInference,7
1281,RegionA,BatchInference,39
1281,RegionA,AITraining,0
1281,RegionB,RealTimeInference,11
1281,RegionB,BatchInference,12
1281,RegionB,AITraining,88
1281,RegionC,RealTimeInference,0
1281,RegionC,BatchInference,0
1281,RegionC,AITraining,0
1281,RegionD,RealTimeInference,0
1281,RegionD,BatchInference,31
1281,RegionD,AITraining,274
1281,RegionE,RealTimeInference,0
1281,RegionE,BatchInference,0
1281,RegionE,AITraining,203
1281,RegionF,RealTimeInference,3
1281,RegionF,BatchInference,0
1281,RegionF,AITraining,264
1282,RegionA,RealTimeInference,14
1282,RegionA,BatchInference,4
1282,RegionA,AITraining,120
1282,RegionB,RealTimeInference,12
1282,RegionB,BatchInference,32
1282,RegionB,AITraining,0
1282,RegionC,RealTimeInference,7
1282,RegionC,BatchInference,29
1282,RegionC,AITraining,0
1282,RegionD,RealTimeInference,4
1282,RegionD,BatchInference,23
1282,RegionD,AITraining,290
1282,RegionE,RealTimeInference,2
1282,RegionE,BatchInference,0
1282,RegionE,AITraining,124
1282,RegionF,RealTimeInference,7
1282,RegionF,BatchInference,34
1282,RegionF,AITraining,312
1283,RegionA,RealTimeInference,23
1283,RegionA,BatchInference,0
1283,RegionA,AITraining,27
1283,RegionB,RealTimeInference,7
1283,RegionB,BatchInference,11
1283,RegionB,AITraining,0
1283,RegionC,RealTimeInference,3
1283,RegionC,BatchInference,6
1283,RegionC,AITraining,0
1283,RegionD,RealTimeInference,0
1283,RegionD,BatchInference,38
1283,RegionD,AITraining,238
1283,RegionE,RealTimeInference,0
1283,RegionE,BatchInference,0
1283,RegionE,AITraining,112
1283,RegionF,RealTimeInference,0
1283,RegionF,BatchInference,5
1283,RegionF,AITraining,131
1284,RegionA,RealTimeInference,11
1284,RegionA,BatchInference,49
1284,RegionA,AITraining,0
1284,RegionB,RealTimeInference,1
1284,RegionB,BatchInference,31
1284,RegionB,AITraining,0
1284,RegionC,RealTimeInference,0
1284,RegionC,BatchInference,11
1284,RegionC,AITraining,71
1284,RegionD,RealTimeInference,0
1284,RegionD,BatchInference,7
1284,RegionD,AITraining,171
1284,RegionE,RealTimeInference,10
1284,RegionE,BatchInference,6
1284,RegionE,AITraining,351
1284,RegionF,RealTimeInference,0
1284,RegionF,BatchInference,38
1284,RegionF,AITraining,0
1285,RegionA,RealTimeInference,5
1285,RegionA,BatchInference,0
1285,RegionA,AITraining,0
1285,RegionB,RealTimeInference,7
1285,RegionB,BatchInference,16
1285,RegionB,AITraining,75
1285,RegionC,RealTimeInference,0
1285,RegionC,BatchInference,0
1285,RegionC,AITraining,0
1285,RegionD,RealTimeInference,0
1285,RegionD,BatchInference,0
1285,RegionD,AITraining,120
1285,RegionE,RealTimeInference,0
1285,RegionE,BatchInference,6
1285,RegionE,AITraining,150
1285,RegionF,RealTimeInference,2
1285,RegionF,BatchInference,0
1285,RegionF,AITraining,233
1286,RegionA,RealTimeInference,2
1286,RegionA,BatchInference,0
1286,RegionA,AITraining,0
1286,RegionB,RealTimeInference,7
1286,RegionB,BatchInference,12
1286,RegionB,AITraining,0
1286,RegionC,RealTimeInference,17
1286,RegionC,BatchInference,0
1286,RegionC,AITraining,0
1286,RegionD,RealTimeInference,0
1286,RegionD,BatchInference,42
1286,RegionD,AITraining,182
1286,RegionE,RealTimeInference,0
1286,RegionE,BatchInference,0
1286,RegionE,AITraining,32
1286,RegionF,RealTimeInference,6
1286,RegionF,BatchInference,40
1286,RegionF,AITraining,0
1287,RegionA,RealTimeInference,20
1287,RegionA,BatchInference,0
1287,RegionA,AITraining,0
1287,RegionB,RealTimeInference,6
1287,RegionB,BatchInference,7
1287,RegionB,AITraining,51
1287,RegionC,RealTimeInference,0
1287,RegionC,BatchInference,22
1287,RegionC,AITraining,0
1287,RegionD,RealTimeInference,0
1287,RegionD,BatchInference,16
1287,RegionD,AITraining,103
1287,RegionE,RealTimeInference,0
1287,RegionE,BatchInference,0
1287,RegionE,AITraining,279
1287,RegionF,RealTimeInference,0
1287,RegionF,BatchInference,14
1287,RegionF,AITraining,60
1288,RegionA,RealTimeInference,10
1288,RegionA,BatchInference,0
1288,RegionA,AITraining,0
1288,RegionB,RealTimeInference,10
1288,RegionB,BatchInference,47
1288,RegionB,AITraining,0
1288,RegionC,RealTimeInference,5
1288,RegionC,BatchInference,53
1288,RegionC,AITraining,0
1288,RegionD,RealTimeInference,0
1288,RegionD,BatchInference,6
1288,RegionD,AITraining,401
1288,RegionE,RealTimeInference,0
1288,RegionE,BatchInference,0
1288,RegionE,AITraining,16
1288,RegionF,RealTimeInference,0
1288,RegionF,BatchInference,14
1288,RegionF,AITraining,82
1289,RegionA,RealTimeInference,10
1289,RegionA,BatchInference,0
1289,RegionA,AITraining,83
1289,RegionB,RealTimeInference,3
1289,RegionB,BatchInference,0
1289,RegionB,AITraining,0
1289,RegionC,RealTimeInference,7
1289,RegionC,BatchInference,30
1289,RegionC,AITraining,0
1289,RegionD,RealTimeInference,0
1289,RegionD,BatchInference,14
1289,RegionD,AITraining,40
1289,RegionE,RealTimeInference,0
1289,RegionE,BatchInference,42
1289,RegionE,AITraining,144
1289,RegionF,RealTimeInference,0
1289,RegionF,BatchInference,19
1289,RegionF,AITraining,0
1290,RegionA,RealTimeInference,13
1290,RegionA,BatchInference,8
1290,RegionA,AITraining,93
1290,RegionB,RealTimeInference,7
1290,RegionB,BatchInference,12
1290,RegionB,AITraining,105
1290,RegionC,RealTimeInference,3
1290,RegionC,BatchInference,0
1290,RegionC,AITraining,41
1290,RegionD,RealTimeInference,0
1290,RegionD,BatchInference,0
1290,RegionD,AITraining,0
1290,RegionE,RealTimeInference,0
1290,RegionE,BatchInference,9
1290,RegionE,AITraining,43
1290,RegionF,RealTimeInference,3
1290,RegionF,BatchInference,22
1290,RegionF,AITraining,80
1291,RegionA,RealTimeInference,25
1291,RegionA,BatchInference,4
1291,RegionA,AITraining,0
1291,RegionB,RealTimeInference,0
1291,RegionB,BatchInference,11
1291,RegionB,AITraining,19
1291,RegionC,RealTimeInference,2
1291,RegionC,BatchInference,36
1291,RegionC,AITraining,0
1291,RegionD,RealTimeInference,4
1291,RegionD,BatchInference,18
1291,RegionD,AITraining,116
1291,RegionE,RealTimeInference,0
1291,RegionE,BatchInference,23
1291,RegionE,AITraining,24
1291,RegionF,RealTimeInference,0
1291,RegionF,BatchInference,19
1291,RegionF,AITraining,207
1292,RegionA,RealTimeInference,14
1292,RegionA,BatchInference,13
1292,RegionA,AITraining,0
1292,RegionB,RealTimeInference,7
1292,RegionB,BatchInference,30
1292,RegionB,AITraining,0
1292,RegionC,RealTimeInference,0
1292,RegionC,BatchInference,13
1292,RegionC,AITraining,0
1292,RegionD,RealTimeInference,3
1292,RegionD,BatchInference,12
1292,RegionD,AITraining,39
1292,RegionE,RealTimeInference,0
1292,RegionE,BatchInference,0
1292,RegionE,AITraining,35
1292,RegionF,RealTimeInference,0
1292,RegionF,BatchInference,10
1292,RegionF,AITraining,35
1293,RegionA,RealTimeInference,7
1293,RegionA,BatchInference,0
1293,RegionA,AITraining,0
1293,RegionB,RealTimeInference,0
1293,RegionB,BatchInference,0
1293,RegionB,AITraining,0
1293,RegionC,RealTimeInference,12
1293,RegionC,BatchInference,37
1293,RegionC,AITraining,156
1293,RegionD,RealTimeInference,0
1293,RegionD,BatchInference,21
1293,RegionD,AITraining,148
1293,RegionE,RealTimeInference,0
1293,RegionE,BatchInference,0
1293,RegionE,AITraining,21
1293,RegionF,RealTimeInference,0
1293,RegionF,BatchInference,0
1293,RegionF,AITraining,147
1294,RegionA,RealTimeInference,31
1294,RegionA,BatchInference,0
1294,RegionA,AITraining,0
1294,RegionB,RealTimeInference,12
1294,RegionB,BatchInference,20
1294,RegionB,AITraining,0
1294,RegionC,RealTimeInference,5
1294,RegionC,BatchInference,0
1294,RegionC,AITraining,0
1294,RegionD,RealTimeInference,2
1294,RegionD,BatchInference,36
1294,RegionD,AITraining,108
1294,RegionE,RealTimeInference,0
1294,RegionE,BatchInference,20
1294,RegionE,AITraining,0
1294,RegionF,RealTimeInference,2
1294,RegionF,BatchInference,24
1294,RegionF,AITraining,0
1295,RegionA,RealTimeInference,8
1295,RegionA,BatchInference,0
1295,RegionA,AITraining,0
1295,RegionB,RealTimeInference,12
1295,RegionB,BatchInference,13
1295,RegionB,AITraining,113
1295,RegionC,RealTimeInference,9
1295,RegionC,BatchInference,85
1295,RegionC,AITraining,0
1295,RegionD,RealTimeInference,0
1295,RegionD,BatchInference,0
1295,RegionD,AITraining,390
1295,RegionE,RealTimeInference,0
1295,RegionE,BatchInference,8
1295,RegionE,AITraining,105
1295,RegionF,RealTimeInference,0
1295,RegionF,BatchInference,0
1295,RegionF,AITraining,0
1296,RegionA,RealTimeInference,10
1296,RegionA,BatchInference,31
1296,RegionA,AITraining,61
1296,RegionB,RealTimeInference,5
1296,RegionB,BatchInference,20
1296,RegionB,AITraining,0
1296,RegionC,RealTimeInference,0
1296,RegionC,BatchInference,19
1296,RegionC,AITraining,0
1296,RegionD,RealTimeInference,0
1296,RegionD,BatchInference,19
1296,RegionD,AITraining,0
1296,RegionE,RealTimeInference,0
1296,RegionE,BatchInference,64
1296,RegionE,AITraining,174
1296,RegionF,RealTimeInference,5
1296,RegionF,BatchInference,8
1296,RegionF,AITraining,0
1297,RegionA,RealTimeInference,10
1297,RegionA,BatchInference,0
1297,RegionA,AITraining,0
1297,RegionB,RealTimeInference,24
1297,RegionB,BatchInference,0
1297,RegionB,AITraining,93
1297,RegionC,RealTimeInference,10
1297,RegionC,BatchInference,16
1297,RegionC,AITraining,50
1297,RegionD,RealTimeInference,0
1297,RegionD,BatchInference,27
1297,RegionD,AITraining,52
1297,RegionE,RealTimeInference,0
1297,RegionE,BatchInference,0
1297,RegionE,AITraining,0
1297,RegionF,RealTimeInference,0
1297,RegionF,BatchInference,42
1297,RegionF,AITraining,139
1298,RegionA,RealTimeInference,5
1298,RegionA,BatchInference,0
1298,RegionA,AITraining,162
1298,RegionB,RealTimeInference,19
1298,RegionB,BatchInference,34
1298,RegionB,AITraining,161
1298,RegionC,RealTimeInference,9
1298,RegionC,BatchInference,0
1298,RegionC,AITraining,0
1298,RegionD,RealTimeInference,0
1298,RegionD,BatchInference,10
1298,RegionD,AITraining,385
1298,RegionE,RealTimeInference,0
1298,RegionE,BatchInference,0
1298,RegionE,AITraining,151
1298,RegionF,RealTimeInference,0
1298,RegionF,BatchInference,0
1298,RegionF,AITraining,275
1299,RegionA,RealTimeInference,1
1299,RegionA,BatchInference,10
1299,RegionA,AITraining,0
1299,RegionB,RealTimeInference,25
1299,RegionB,BatchInference,25
1299,RegionB,AITraining,69
1299,RegionC,RealTimeInference,15
1299,RegionC,BatchInference,32
1299,RegionC,AITraining,0
1299,RegionD,RealTimeInference,0
1299,RegionD,BatchInference,75
1299,RegionD,AITraining,196
1299,RegionE,RealTimeInference,0
1299,RegionE,BatchInference,12
1299,RegionE,AITraining,208
1299,RegionF,RealTimeInference,0
1299,RegionF,BatchInference,0
1299,RegionF,AITraining,0
1300,RegionA,RealTimeInference,9
1300,RegionA,BatchInference,0
1300,RegionA,AITraining,0
1300,RegionB,RealTimeInference,13
1300,RegionB,BatchInference,0
1300,RegionB,AITraining,0
1300,RegionC,RealTimeInference,0
1300,RegionC,BatchInference,10
1300,RegionC,AITraining,0
1300,RegionD,RealTimeInference,0
1300,RegionD,BatchInference,34
1300,RegionD,AITraining,74
1300,RegionE,RealTimeInference,2
1300,RegionE,BatchInference,0
1300,RegionE,AITraining,468
1300,RegionF,RealTimeInference,6
1300,RegionF,BatchInference,13
1300,RegionF,AITraining,56
1301,RegionA,RealTimeInference,25
1301,RegionA,BatchInference,0
1301,RegionA,AITraining,0
1301,RegionB,RealTimeInference,7
1301,RegionB,BatchInference,0
1301,RegionB,AITraining,0
1301,RegionC,RealTimeInference,6
1301,RegionC,BatchInference,21
1301,RegionC,AITraining,0
1301,RegionD,RealTimeInference,0
1301,RegionD,BatchInference,5
1301,RegionD,AITraining,0
1301,RegionE,RealTimeInference,4
1301,RegionE,BatchInference,23
1301,RegionE,AITraining,34
1301,RegionF,RealTimeInference,1
1301,RegionF,BatchInference,14
1301,RegionF,AITraining,229
1302,RegionA,RealTimeInference,7
1302,RegionA,BatchInference,21
1302,RegionA,AITraining,120
1302,RegionB,RealTimeInference,4
1302,RegionB,BatchInference,11
1302,RegionB,AITraining,0
1302,RegionC,RealTimeInference,2
1302,RegionC,BatchInference,15
1302,RegionC,AITraining,0
1302,RegionD,RealTimeInference,7
1302,RegionD,BatchInference,34
1302,RegionD,AITraining,138
1302,RegionE,RealTimeInference,0
1302,RegionE,BatchInference,33
1302,RegionE,AITraining,37
1302,RegionF,RealTimeInference,0
1302,RegionF,BatchInference,0
1302,RegionF,AITraining,106
1303,RegionA,RealTimeInference,6
1303,RegionA,BatchInference,20
1303,RegionA,AITraining,117
1303,RegionB,RealTimeInference,10
1303,RegionB,BatchInference,17
1303,RegionB,AITraining,0
1303,RegionC,RealTimeInference,17
1303,RegionC,BatchInference,22
1303,RegionC,AITraining,0
1303,RegionD,RealTimeInference,3
1303,RegionD,BatchInference,57
1303,RegionD,AITraining,201
1303,RegionE,RealTimeInference,0
1303,RegionE,BatchInference,0
1303,RegionE,AITraining,403
1303,RegionF,RealTimeInference,0
1303,RegionF,BatchInference,21
1303,RegionF,AITraining,0
1304,RegionA,RealTimeInference,11
1304,RegionA,BatchInference,30
1304,RegionA,AITraining,0
1304,RegionB,RealTimeInference,9
1304,RegionB,BatchInference,36
1304,RegionB,AITraining,0
1304,RegionC,RealTimeInference,9
1304,RegionC,BatchInference,23
1304,RegionC,AITraining,0
1304,RegionD,RealTimeInference,0
1304,RegionD,BatchInference,6
1304,RegionD,AITraining,321
1304,RegionE,RealTimeInference,0
1304,RegionE,BatchInference,0
1304,RegionE,AITraining,0
1304,RegionF,RealTimeInference,0
1304,RegionF,BatchInference,18
1304,RegionF,AITraining,266
1305,RegionA,RealTimeInference,10
1305,RegionA,BatchInference,5
1305,RegionA,AITraining,119
1305,RegionB,RealTimeInference,8
1305,RegionB,BatchInference,23
1305,RegionB,AITraining,0
1305,RegionC,RealTimeInference,0
1305,RegionC,BatchInference,11
1305,RegionC,AITraining,0
1305,RegionD,RealTimeInference,0
1305,RegionD,BatchInference,0
1305,RegionD,AITraining,67
1305,RegionE,RealTimeInference,0
1305,RegionE,BatchInference,0
1305,RegionE,AITraining,152
1305,RegionF,RealTimeInference,0
1305,RegionF,BatchInference,0
1305,RegionF,AITraining,0
1306,RegionA,RealTimeInference,6
1306,RegionA,BatchInference,14
1306,RegionA,AITraining,42
1306,RegionB,RealTimeInference,17
1306,RegionB,BatchInference,23
1306,RegionB,AITraining,45
1306,RegionC,RealTimeInference,4
1306,RegionC,BatchInference,17
1306,RegionC,AITraining,0
1306,RegionD,RealTimeInference,1
1306,RegionD,BatchInference,30
1306,RegionD,AITraining,0
1306,RegionE,RealTimeInference,0
1306,RegionE,BatchInference,0
1306,RegionE,AITraining,165
1306,RegionF,RealTimeInference,0
1306,RegionF,BatchInference,21
1306,RegionF,AITraining,166
1307,RegionA,RealTimeInference,14
1307,RegionA,BatchInference,20
1307,RegionA,AITraining,0
1307,RegionB,RealTimeInference,7
1307,RegionB,BatchInference,46
1307,RegionB,AITraining,50
1307,RegionC,RealTimeInference,0
1307,RegionC,BatchInference,20
1307,RegionC,AITraining,104
1307,RegionD,RealTimeInference,0
1307,RegionD,BatchInference,0
1307,RegionD,AITraining,203
1307,RegionE,RealTimeInference,0
1307,RegionE,BatchInference,31
1307,RegionE,AITraining,89
1307,RegionF,RealTimeInference,0
1307,RegionF,BatchInference,4
1307,RegionF,AITraining,126
1308,RegionA,RealTimeInference,12
1308,RegionA,BatchInference,0
1308,RegionA,AITraining,0
1308,RegionB,RealTimeInference,6
1308,RegionB,BatchInference,47
1308,RegionB,AITraining,0
1308,RegionC,RealTimeInference,6
1308,RegionC,BatchInference,5
1308,RegionC,AITraining,0
1308,RegionD,RealTimeInference,2
1308,RegionD,BatchInference,40
1308,RegionD,AITraining,0
1308,RegionE,RealTimeInference,0
1308,RegionE,BatchInference,12
1308,RegionE,AITraining,205
1308,RegionF,RealTimeInference,5
1308,RegionF,BatchInference,23
1308,RegionF,AITraining,224
1309,RegionA,RealTimeInference,15
1309,RegionA,BatchInference,31
1309,RegionA,AITraining,0
1309,RegionB,RealTimeInference,2
1309,RegionB,BatchInference,52
1309,RegionB,AITraining,0
1309,RegionC,RealTimeInference,12
1309,RegionC,BatchInference,14
1309,RegionC,AITraining,17
1309,RegionD,RealTimeInference,6
1309,RegionD,BatchInference,0
1309,RegionD,AITraining,114
1309,RegionE,RealTimeInference,0
1309,RegionE,BatchInference,7
1309,RegionE,AITraining,150
1309,RegionF,RealTimeInference,0
1309,RegionF,BatchInference,67
1309,RegionF,AITraining,40
1310,RegionA,RealTimeInference,11
1310,RegionA,BatchInference,0
1310,RegionA,AITraining,86
1310,RegionB,RealTimeInference,5
1310,RegionB,BatchInference,16
1310,RegionB,AITraining,0
1310,RegionC,RealTimeInference,16
1310,RegionC,BatchInference,13
1310,RegionC,AITraining,0
1310,RegionD,RealTimeInference,0
1310,RegionD,BatchInference,14
1310,RegionD,AITraining,0
1310,RegionE,RealTimeInference,0
1310,RegionE,BatchInference,0
1310,RegionE,AITraining,374
1310,RegionF,RealTimeInference,0
1310,RegionF,BatchInference,0
1310,RegionF,AITraining,81
1311,RegionA,RealTimeInference,27
1311,RegionA,BatchInference,56
1311,RegionA,AITraining,31
1311,RegionB,RealTimeInference,13
1311,RegionB,BatchInference,12
1311,RegionB,AITraining,0
1311,RegionC,RealTimeInference,6
1311,RegionC,BatchInference,0
1311,RegionC,AITraining,0
1311,RegionD,RealTimeInference,0
1311,RegionD,BatchInference,34
1311,RegionD,AITraining,296
1311,RegionE,RealTimeInference,2
1311,RegionE,BatchInference,14
1311,RegionE,AITraining,131
1311,RegionF,RealTimeInference,0
1311,RegionF,BatchInference,20
1311,RegionF,AITraining,272
1312,RegionA,RealTimeInference,13
1312,RegionA,BatchInference,0
1312,RegionA,AITraining,0
1312,RegionB,RealTimeInference,2
1312,RegionB,BatchInference,41
1312,RegionB,AITraining,0
1312,RegionC,RealTimeInference,22
1312,RegionC,BatchInference,30
1312,RegionC,AITraining,0
1312,RegionD,RealTimeInference,0
1312,RegionD,BatchInference,21
1312,RegionD,AITraining,219
1312,RegionE,RealTimeInference,5
1312,RegionE,BatchInference,0
1312,RegionE,AITraining,275
1312,RegionF,RealTimeInference,0
1312,RegionF,BatchInference,0
1312,RegionF,AITraining,269
1313,RegionA,RealTimeInference,6
1313,RegionA,BatchInference,38
1313,RegionA,AITraining,0
1313,RegionB,RealTimeInference,3
1313,RegionB,BatchInference,7
1313,RegionB,AITraining,0
1313,RegionC,RealTimeInference,3
1313,RegionC,BatchInference,15
1313,RegionC,AITraining,0
1313,RegionD,RealTimeInference,0
1313,RegionD,BatchInference,0
1313,RegionD,AITraining,290
1313,RegionE,RealTimeInference,0
1313,RegionE,BatchInference,11
1313,RegionE,AITraining,128
1313,RegionF,RealTimeInference,0
1313,RegionF,BatchInference,7
1313,RegionF,AITraining,77
1314,RegionA,RealTimeInference,12
1314,RegionA,BatchInference,0
1314,RegionA,AITraining,0
1314,RegionB,RealTimeInference,17
1314,RegionB,BatchInference,0
1314,RegionB,AITraining,0
1314,RegionC,RealTimeInference,6
1314,RegionC,BatchInference,16
1314,RegionC,AITraining,0
1314,RegionD,RealTimeInference,0
1314,RegionD,BatchInference,17
1314,RegionD,AITraining,217
1314,RegionE,RealTimeInference,6
1314,RegionE,BatchInference,0
1314,RegionE,AITraining,245
1314,RegionF,RealTimeInference,0
1314,RegionF,BatchInference,23
1314,RegionF,AITraining,362
1315,RegionA,RealTimeInference,0
1315,RegionA,BatchInference,34
1315,RegionA,AITraining,0
1315,RegionB,RealTimeInference,21
1315,RegionB,BatchInference,37
1315,RegionB,AITraining,0
1315,RegionC,RealTimeInference,27
1315,RegionC,BatchInference,6
1315,RegionC,AITraining,153
1315,RegionD,RealTimeInference,5
1315,RegionD,BatchInference,36
1315,RegionD,AITraining,0
1315,RegionE,RealTimeInference,0
1315,RegionE,BatchInference,7
1315,RegionE,AITraining,51
1315,RegionF,RealTimeInference,0
1315,RegionF,BatchInference,20
1315,RegionF,AITraining,149
1316,RegionA,RealTimeInference,6
1316,RegionA,BatchInference,0
1316,RegionA,AITraining,0
1316,RegionB,RealTimeInference,0
1316,RegionB,BatchInference,38
1316,RegionB,AITraining,17
1316,RegionC,RealTimeInference,7
1316,RegionC,BatchInference,11
1316,RegionC,AITraining,0
1316,RegionD,RealTimeInference,0
1316,RegionD,BatchInference,30
1316,RegionD,AITraining,47
1316,RegionE,RealTimeInference,0
1316,RegionE,BatchInference,0
1316,RegionE,AITraining,135
1316,RegionF,RealTimeInference,0
1316,RegionF,BatchInference,0
1316,RegionF,AITraining,75
1317,RegionA,RealTimeInference,18
1317,RegionA,BatchInference,52
1317,RegionA,AITraining,0
1317,RegionB,RealTimeInference,10
1317,RegionB,BatchInference,20
1317,RegionB,AITraining,0
1317,RegionC,RealTimeInference,11
1317,RegionC,BatchInference,0
1317,RegionC,AITraining,0
1317,RegionD,RealTimeInference,0
1317,RegionD,BatchInference,54
1317,RegionD,AITraining,368
1317,RegionE,RealTimeInference,0
1317,RegionE,BatchInference,0
1317,RegionE,AITraining,342
1317,RegionF,RealTimeInference,0
1317,RegionF,BatchInference,19
1317,RegionF,AITraining,294
1318,RegionA,RealTimeInference,6
1318,RegionA,BatchInference,9
1318,RegionA,AITraining,89
1318,RegionB,RealTimeInference,21
1318,RegionB,BatchInference,0
1318,RegionB,AITraining,0
1318,RegionC,RealTimeInference,14
1318,RegionC,BatchInference,6
1318,RegionC,AITraining,54
1318,RegionD,RealTimeInference,4
1318,RegionD,BatchInference,53
1318,RegionD,AITraining,139
1318,RegionE,RealTimeInference,0
1318,RegionE,BatchInference,20
1318,RegionE,AITraining,59
1318,RegionF,RealTimeInference,0
1318,RegionF,BatchInference,0
1318,RegionF,AITraining,28
1319,RegionA,RealTimeInference,16
1319,RegionA,BatchInference,0
1319,RegionA,AITraining,0
1319,RegionB,RealTimeInference,11
1319,RegionB,BatchInference,40
1319,RegionB,AITraining,0
1319,RegionC,RealTimeInference,14
1319,RegionC,BatchInference,5
1319,RegionC,AITraining,50
1319,RegionD,RealTimeInference,0
1319,RegionD,BatchInference,9
1319,RegionD,AITraining,196
1319,RegionE,RealTimeInference,0
1319,RegionE,BatchInference,8
1319,RegionE,AITraining,356
